Station,Date,Depth,Parameter,Value,Unit,VQ
20,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.415,mg/l,NA
22,'10/26/2011',0.5,Salinity,NaN,,T
22,'10/26/2011',0.5,Phosphorus as P,0.019,mg/l,M
22,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.586,mg/l,NA
22,'10/26/2011',0.5,Turbidity,2.2,NTU,NA
22,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",3.6,mg/m3,NA
22,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.007,mg/l,M
22,'10/26/2011',0.5,"Temperature, water",24.6,deg C,NA
22,'10/26/2011',0.5,Dissolved oxygen (DO),2.28,mg/l,NA
22,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.041,mg/l,NA
22,'10/26/2011',0.5,"Nitrogen, Kjeldahl",1.89,mg/l,NA
22,'10/26/2011',0.5,pH,7.5,None,NA
21,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.639,mg/l,NA
21,'10/26/2011',0.5,"Temperature, water",24,deg C,NA
21,'10/26/2011',0.5,Salinity,NaN,,T
21,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",3.28,mg/m3,NA
21,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.039,mg/l,NA
21,'10/26/2011',0.5,pH,7.41,None,NA
21,'10/26/2011',0.5,Dissolved oxygen (DO),2.49,mg/l,NA
21,'10/26/2011',0.5,"Nitrogen, Kjeldahl",1.72,mg/l,NA
21,'10/26/2011',0.5,Phosphorus as P,0.016,mg/l,M
21,'10/26/2011',0.5,Turbidity,2,NTU,NA
21,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.008,mg/l,M
20,'10/26/2011',0.5,Salinity,0.221,ppth,NA
20,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.011,mg/l,M
20,'10/26/2011',0.5,"Nitrogen, Kjeldahl",1.44,mg/l,NA
20,'10/26/2011',0.5,Turbidity,2.7,NTU,NA
20,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.252,mg/l,NA
20,'10/26/2011',0.5,"Temperature, water",24.9,deg C,NA
20,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",3.83,mg/m3,NA
20,'10/26/2011',0.5,pH,7.56,None,NA
20,'10/26/2011',0.5,Dissolved oxygen (DO),3.74,mg/l,NA
20,'10/26/2011',0.5,Phosphorus as P,0.034,mg/l,NA
38,'10/26/2011',0.5,Dissolved oxygen (DO),5.07,mg/l,NA
38,'10/26/2011',0.5,Salinity,16.4,ppth,NA
38,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.122,mg/l,NA
38,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.013,mg/l,M
38,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",1.57,mg/m3,NA
38,'10/26/2011',0.5,"Temperature, water",25.9,deg C,NA
38,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.406,mg/l,NA
38,'10/26/2011',0.5,Phosphorus as P,0.044,mg/l,NA
38,'10/26/2011',0.5,Turbidity,1.1,NTU,NA
38,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.018,mg/l,M
38,'10/26/2011',0.5,pH,7.62,None,NA
90,'10/26/2011',0.5,Salinity,1.44,ppth,NA
90,'10/26/2011',0.5,Dissolved oxygen (DO),4.6,mg/l,NA
90,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",5.83,mg/m3,NA
90,'10/26/2011',0.5,Phosphorus as P,0.041,mg/l,NA
90,'10/26/2011',0.5,pH,7.49,None,NA
90,'10/26/2011',0.5,Turbidity,1.3,NTU,NA
90,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.019,mg/l,M
90,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.166,mg/l,NA
90,'10/26/2011',0.5,"Temperature, water",28.4,deg C,NA
90,'10/26/2011',0.5,"Nitrogen, Kjeldahl",1.27,mg/l,NA
90,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.613,mg/l,NA
28,'10/26/2011',0.5,Turbidity,1,NTU,NA
28,'10/26/2011',0.5,"Nitrogen, Kjeldahl",1.18,mg/l,NA
28,'10/26/2011',0.5,"Temperature, water",24.6,deg C,NA
28,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
28,'10/26/2011',0.5,Dissolved oxygen (DO),5.15,mg/l,NA
28,'10/26/2011',0.5,Phosphorus as P,0.021,mg/l,M
28,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",7.44,mg/m3,NA
28,'10/26/2011',0.5,Salinity,NaN,,U
28,'10/26/2011',0.5,pH,7.54,None,NA
28,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.007,mg/l,M
28,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.315,mg/l,NA
90,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",4.75,mg/m3,NA
90,'10/26/2011',0.5,"Nitrogen, Kjeldahl",1.32,mg/l,NA
90,'10/26/2011',0.5,Dissolved oxygen (DO),4.35,mg/l,NA
90,'10/26/2011',0.5,Phosphorus as P,0.046,mg/l,NA
90,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.021,mg/l,M
90,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.173,mg/l,NA
90,'10/26/2011',0.5,Turbidity,1.2,NTU,NA
90,'10/26/2011',0.5,pH,7.5,None,NA
90,'10/26/2011',0.5,"Temperature, water",28.4,deg C,NA
90,'10/26/2011',0.5,Salinity,1.44,ppth,NA
90,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.589,mg/l,NA
19,'10/26/2011',0.5,Turbidity,1.4,NTU,NA
19,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.034,mg/l,NA
19,'10/26/2011',0.5,pH,7.53,None,NA
19,'10/26/2011',0.5,Phosphorus as P,0.054,mg/l,NA
19,'10/26/2011',0.5,Dissolved oxygen (DO),4.26,mg/l,NA
19,'10/26/2011',0.5,Salinity,7.21,ppth,NA
19,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.124,mg/l,NA
19,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.808,mg/l,NA
19,'10/26/2011',0.5,"Temperature, water",26.2,deg C,NA
19,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",2.89,mg/m3,NA
19,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.538,mg/l,J
39,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
39,'10/26/2011',0.5,Dissolved oxygen (DO),5.97,mg/l,NA
39,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.009,mg/l,M
39,'10/26/2011',0.5,Phosphorus as P,0.037,mg/l,NA
39,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.305,mg/l,NA
39,'10/26/2011',0.5,Salinity,31.1,ppth,NA
39,'10/26/2011',0.5,Turbidity,1.5,NTU,NA
39,'10/26/2011',0.5,pH,7.88,None,NA
39,'10/26/2011',0.5,"Temperature, water",25.7,deg C,NA
39,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",1.3,mg/m3,NA
39,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.072,mg/l,NA
25,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.035,mg/l,NA
25,'10/26/2011',0.5,Phosphorus as P,0.056,mg/l,NA
25,'10/26/2011',0.5,Salinity,9.57,ppth,NA
25,'10/26/2011',0.5,Dissolved oxygen (DO),3.71,mg/l,NA
25,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.352,mg/l,NA
25,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.84,mg/l,NA
25,'10/26/2011',0.5,"Temperature, water",25.3,deg C,NA
25,'10/26/2011',0.5,pH,7.36,None,NA
25,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",1.92,mg/m3,NA
25,'10/26/2011',0.5,Turbidity,1,NTU,NA
25,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.269,mg/l,NA
15,'10/26/2011',0.5,"Temperature, water",25.6,deg C,NA
15,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.044,mg/l,M
15,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.018,mg/l,M
15,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",0.99,mg/m3,NA
15,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.414,mg/l,NA
15,'10/26/2011',0.5,Dissolved oxygen (DO),5.57,mg/l,NA
15,'10/26/2011',0.5,Turbidity,1.3,NTU,NA
15,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.212,mg/l,NA
15,'10/26/2011',0.5,Salinity,25.9,ppth,NA
15,'10/26/2011',0.5,Phosphorus as P,0.045,mg/l,NA
15,'10/26/2011',0.5,pH,7.82,None,NA
40,'10/26/2011',0.5,"Temperature, water",25.5,deg C,NA
40,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.303,mg/l,NA
40,'10/26/2011',0.5,Turbidity,1.8,NTU,NA
40,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.017,mg/l,M
40,'10/26/2011',0.5,Phosphorus as P,0.045,mg/l,NA
40,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.09,mg/l,NA
40,'10/26/2011',0.5,pH,7.83,None,NA
40,'10/26/2011',0.5,Salinity,30.4,ppth,NA
40,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.01,mg/l,M
40,'10/26/2011',0.5,Dissolved oxygen (DO),5.54,mg/l,NA
40,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",1.22,mg/m3,NA
24,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.014,mg/l,M
24,'10/26/2011',0.5,Phosphorus as P,0.042,mg/l,NA
24,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.122,mg/l,NA
24,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.472,mg/l,NA
24,'10/26/2011',0.5,pH,7.87,None,NA
24,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.082,mg/l,NA
24,'10/26/2011',0.5,Turbidity,1.7,NTU,NA
24,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",0.91,mg/m3,NA
24,'10/26/2011',0.5,"Temperature, water",25.6,deg C,NA
24,'10/26/2011',0.5,Salinity,27.1,ppth,NA
24,'10/26/2011',0.5,Dissolved oxygen (DO),5.94,mg/l,NA
40,'10/26/2011',0.5,Dissolved oxygen (DO),5.68,mg/l,NA
40,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",1.15,mg/m3,NA
40,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
40,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.009,mg/l,M
40,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.319,mg/l,NA
40,'10/26/2011',0.5,Phosphorus as P,0.052,mg/l,NA
40,'10/26/2011',0.5,Turbidity,1.5,NTU,NA
40,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.092,mg/l,NA
40,'10/26/2011',0.5,"Temperature, water",25.6,deg C,NA
40,'10/26/2011',0.5,pH,7.82,None,NA
40,'10/26/2011',0.5,Salinity,30.4,ppth,NA
16,'10/26/2011',0.5,Salinity,2.47,ppth,NA
16,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.949,mg/l,NA
16,'10/26/2011',0.5,Turbidity,2,NTU,NA
16,'10/26/2011',0.5,Phosphorus as P,0.083,mg/l,NA
16,'10/26/2011',0.5,"Temperature, water",25.9,deg C,NA
16,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.046,mg/l,NA
16,'10/26/2011',0.5,Dissolved oxygen (DO),3.98,mg/l,NA
16,'10/26/2011',0.5,pH,7.41,None,NA
16,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.459,mg/l,NA
16,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",3.68,mg/m3,NA
16,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.201,mg/l,NA
26,'10/26/2011',0.5,Salinity,14.2,ppth,NA
26,'10/26/2011',0.5,Phosphorus as P,0.057,mg/l,NA
26,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.022,mg/l,M
26,'10/26/2011',0.5,"Temperature, water",25.1,deg C,NA
26,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",2.41,mg/m3,NA
26,'10/26/2011',0.5,pH,7.47,None,NA
26,'10/26/2011',0.5,Dissolved oxygen (DO),4.28,mg/l,NA
26,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.774,mg/l,NA
26,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.244,mg/l,NA
26,'10/26/2011',0.5,Turbidity,1.7,NTU,NA
26,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.253,mg/l,NA
64,'10/26/2011',0.5,Dissolved oxygen (DO),3.13,mg/l,NA
64,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.857,mg/l,NA
64,'10/26/2011',0.5,pH,7.35,None,NA
64,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.057,mg/l,NA
64,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.227,mg/l,NA
64,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",15.6,mg/m3,NA
64,'10/26/2011',0.5,Phosphorus as P,0.111,mg/l,NA
64,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.258,mg/l,NA
64,'10/26/2011',0.5,"Temperature, water",25.1,deg C,NA
64,'10/26/2011',0.5,Salinity,0.34,ppth,NA
64,'10/26/2011',0.5,Turbidity,1.8,NTU,NA
41,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.01,mg/l,M
41,'10/26/2011',0.5,pH,7.62,None,NA
41,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",2.14,mg/m3,NA
41,'10/26/2011',0.5,Turbidity,NaN,,T
41,'10/26/2011',0.5,Dissolved oxygen (DO),5.42,mg/l,NA
41,'10/26/2011',0.5,Salinity,24.9,ppth,NA
41,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.026,mg/l,M
41,'10/26/2011',0.5,"Temperature, water",25.2,deg C,NA
41,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.404,mg/l,NA
41,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.185,mg/l,NA
41,'10/26/2011',0.5,Phosphorus as P,0.043,mg/l,NA
17,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",NaN,,T
17,'10/26/2011',0.5,Dissolved oxygen (DO),7.9,mg/l,NA
17,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",13.5,mg/m3,NA
17,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.114,mg/l,NA
17,'10/26/2011',0.5,Turbidity,1.6,NTU,NA
17,'10/26/2011',0.5,Salinity,NaN,,U
17,'10/26/2011',0.5,pH,7.91,None,NA
17,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,U
17,'10/26/2011',0.5,"Nitrogen, Kjeldahl",0.983,mg/l,J
17,'10/26/2011',0.5,Phosphorus as P,0.055,mg/l,NA
17,'10/26/2011',0.5,"Temperature, water",23.7,deg C,NA
27,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.015,mg/l,M
27,'10/26/2011',0.5,Salinity,NaN,,U
27,'10/26/2011',0.5,Turbidity,3.6,NTU,NA
27,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.547,mg/l,J
27,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",6.86,mg/m3,NA
27,'10/26/2011',0.5,pH,7.3,None,NA
27,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.484,mg/l,NA
27,'10/26/2011',0.5,"Temperature, water",24.3,deg C,NA
27,'10/26/2011',0.5,Dissolved oxygen (DO),2.23,mg/l,NA
27,'10/26/2011',0.5,"Nitrogen, Kjeldahl",1.79,mg/l,NA
27,'10/26/2011',0.5,Phosphorus as P,0.052,mg/l,NA
27,'10/26/2011',0.5,"Phosphorus, orthophosphate as P",0.015,mg/l,M
27,'10/26/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.572,mg/l,NA
27,'10/26/2011',0.5,Phosphorus as P,0.049,mg/l,NA
27,'10/26/2011',0.5,Dissolved oxygen (DO),2.6,mg/l,NA
27,'10/26/2011',0.5,"Nitrogen, Kjeldahl",1.76,mg/l,NA
27,'10/26/2011',0.5,Turbidity,3.4,NTU,NA
27,'10/26/2011',0.5,Salinity,NaN,,U
27,'10/26/2011',0.5,pH,7.3,None,NA
27,'10/26/2011',0.5,"Temperature, water",24.3,deg C,NA
27,'10/26/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.51,mg/l,NA
27,'10/26/2011',0.5,"Chlorophyll a, corrected for pheophytin",6.74,mg/m3,NA
31,'10/25/2011',0.5,"Chlorophyll a, corrected for pheophytin",1.55,mg/m3,NA
31,'10/25/2011',0.5,pH,7.4,None,NA
31,'10/25/2011',0.5,"Nitrogen, Kjeldahl",1.22,mg/l,NA
31,'10/25/2011',0.5,Salinity,NaN,,U
31,'10/25/2011',0.5,Turbidity,0.6,NTU,NA
31,'10/25/2011',0.5,Dissolved oxygen (DO),1.88,mg/l,NA
31,'10/25/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.067,mg/l,NA
31,'10/25/2011',0.5,"Temperature, water",24.4,deg C,NA
31,'10/25/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.263,mg/l,NA
31,'10/25/2011',0.5,"Phosphorus, orthophosphate as P",0.01,mg/l,M
31,'10/25/2011',0.5,Phosphorus as P,0.011,mg/l,M
32,'10/25/2011',0.5,Phosphorus as P,0.009,mg/l,M
32,'10/25/2011',0.5,"Phosphorus, orthophosphate as P",NaN,,T
32,'10/25/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.034,mg/l,M
32,'10/25/2011',0.5,Dissolved oxygen (DO),4.5,mg/l,NA
32,'10/25/2011',0.5,"Chlorophyll a, corrected for pheophytin",0.91,mg/m3,NA
32,'10/25/2011',0.5,"Temperature, water",23.2,deg C,NA
32,'10/25/2011',0.5,pH,7.58,None,NA
32,'10/25/2011',0.5,Salinity,NaN,,U
32,'10/25/2011',0.5,Turbidity,0.5,NTU,NA
32,'10/25/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.029,mg/l,NA
32,'10/25/2011',0.5,"Nitrogen, Kjeldahl",1.24,mg/l,NA
29,'10/25/2011',0.5,Salinity,NaN,,U
29,'10/25/2011',0.5,"Temperature, water",24.4,deg C,NA
29,'10/25/2011',0.5,Phosphorus as P,0.022,mg/l,M
29,'10/25/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.283,mg/l,NA
29,'10/25/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.236,mg/l,NA
29,'10/25/2011',0.5,"Phosphorus, orthophosphate as P",NaN,,T
29,'10/25/2011',0.5,Dissolved oxygen (DO),3.48,mg/l,NA
29,'10/25/2011',0.5,pH,7.38,None,NA
29,'10/25/2011',0.5,"Nitrogen, Kjeldahl",1.75,mg/l,NA
29,'10/25/2011',0.5,Turbidity,2.6,NTU,NA
29,'10/25/2011',0.5,"Chlorophyll a, corrected for pheophytin",5.21,mg/m3,NA
23,'10/25/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
23,'10/25/2011',0.5,Turbidity,1,NTU,NA
23,'10/25/2011',0.5,Salinity,0.0878,ppth,M
23,'10/25/2011',0.5,Phosphorus as P,0.02,mg/l,M
23,'10/25/2011',0.5,"Nitrogen, Kjeldahl",1.86,mg/l,NA
23,'10/25/2011',0.5,Dissolved oxygen (DO),0.94,mg/l,NA
23,'10/25/2011',0.5,pH,7.11,None,NA
23,'10/25/2011',0.5,"Temperature, water",21.4,deg C,NA
23,'10/25/2011',0.5,"Phosphorus, orthophosphate as P",0.01,mg/l,M
23,'10/25/2011',0.5,"Chlorophyll a, corrected for pheophytin",1.73,mg/m3,NA
23,'10/25/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.401,mg/l,NA
23,'10/25/2011',0.5,Salinity,0.0873,ppth,M
23,'10/25/2011',0.5,"Temperature, water",21.4,deg C,NA
23,'10/25/2011',0.5,pH,7.03,None,NA
23,'10/25/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.014,mg/l,NA
23,'10/25/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.405,mg/l,NA
23,'10/25/2011',0.5,"Phosphorus, orthophosphate as P",0.01,mg/l,M
23,'10/25/2011',0.5,"Nitrogen, Kjeldahl",1.83,mg/l,NA
23,'10/25/2011',0.5,Turbidity,1,NTU,NA
23,'10/25/2011',0.5,Phosphorus as P,0.017,mg/l,M
23,'10/25/2011',0.5,Dissolved oxygen (DO),1.61,mg/l,NA
23,'10/25/2011',0.5,"Chlorophyll a, corrected for pheophytin",3.86,mg/m3,NA
37,'10/24/2011',0.5,"Nitrogen, Kjeldahl",0.641,mg/l,NA
37,'10/24/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.153,mg/l,NA
37,'10/24/2011',0.5,Turbidity,1.4,NTU,NA
37,'10/24/2011',0.5,"Phosphorus, orthophosphate as P",0.03,mg/l,NA
37,'10/24/2011',0.5,"Temperature, water",25.8,deg C,NA
37,'10/24/2011',0.5,"Chlorophyll a, corrected for pheophytin",3.01,mg/m3,NA
37,'10/24/2011',0.5,Phosphorus as P,0.062,mg/l,NA
37,'10/24/2011',0.5,Salinity,18.1,ppth,NA
37,'10/24/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.258,mg/l,NA
37,'10/24/2011',0.5,Dissolved oxygen (DO),5.28,mg/l,NA
37,'10/24/2011',0.5,pH,7.6,None,NA
8,'10/24/2011',0.5,Salinity,NaN,,U
8,'10/24/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.105,mg/l,NA
8,'10/24/2011',0.5,Turbidity,1.9,NTU,NA
8,'10/24/2011',0.5,Dissolved oxygen (DO),4.12,mg/l,NA
8,'10/24/2011',0.5,"Nitrogen, Kjeldahl",1.22,mg/l,NA
8,'10/24/2011',0.5,"Chlorophyll a, corrected for pheophytin",12,mg/m3,NA
8,'10/24/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.098,mg/l,NA
8,'10/24/2011',0.5,pH,7.47,None,NA
8,'10/24/2011',0.5,"Phosphorus, orthophosphate as P",NaN,,T
8,'10/24/2011',0.5,Phosphorus as P,0.029,mg/l,M
8,'10/24/2011',0.5,"Temperature, water",24.8,deg C,NA
111,'10/24/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.325,mg/l,NA
111,'10/24/2011',0.5,"Temperature, water",25,deg C,NA
111,'10/24/2011',0.5,Phosphorus as P,0.063,mg/l,NA
111,'10/24/2011',0.5,"Phosphorus, orthophosphate as P",0.045,mg/l,NA
111,'10/24/2011',0.5,"Nitrogen, Kjeldahl",1.01,mg/l,NA
111,'10/24/2011',0.5,pH,7.48,None,NA
111,'10/24/2011',0.5,"Chlorophyll a, corrected for pheophytin",4.23,mg/m3,NA
111,'10/24/2011',0.5,Salinity,2.4,ppth,NA
111,'10/24/2011',0.5,Turbidity,1.1,NTU,NA
111,'10/24/2011',0.5,Dissolved oxygen (DO),4.16,mg/l,NA
111,'10/24/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.162,mg/l,NA
36,'10/24/2011',0.5,pH,7.54,None,NA
36,'10/24/2011',0.5,"Temperature, water",25.3,deg C,NA
36,'10/24/2011',0.5,Salinity,16.4,ppth,NA
36,'10/24/2011',0.5,Turbidity,1.3,NTU,NA
36,'10/24/2011',0.5,"Chlorophyll a, corrected for pheophytin",2.63,mg/m3,NA
36,'10/24/2011',0.5,"Phosphorus, orthophosphate as P",0.039,mg/l,NA
36,'10/24/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.293,mg/l,NA
36,'10/24/2011',0.5,Dissolved oxygen (DO),5.3,mg/l,NA
36,'10/24/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.176,mg/l,NA
36,'10/24/2011',0.5,"Nitrogen, Kjeldahl",0.622,mg/l,NA
36,'10/24/2011',0.5,Phosphorus as P,0.063,mg/l,NA
112,'10/24/2011',0.5,"Phosphorus, orthophosphate as P",0.041,mg/l,NA
112,'10/24/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.365,mg/l,NA
112,'10/24/2011',0.5,Salinity,1.68,ppth,NA
112,'10/24/2011',0.5,pH,7.5,None,NA
112,'10/24/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.129,mg/l,NA
112,'10/24/2011',0.5,Phosphorus as P,0.062,mg/l,NA
112,'10/24/2011',0.5,"Chlorophyll a, corrected for pheophytin",4.35,mg/m3,NA
112,'10/24/2011',0.5,"Temperature, water",24.9,deg C,NA
112,'10/24/2011',0.5,Dissolved oxygen (DO),4.36,mg/l,NA
112,'10/24/2011',0.5,Turbidity,1.3,NTU,NA
112,'10/24/2011',0.5,"Nitrogen, Kjeldahl",0.995,mg/l,NA
89,'10/24/2011',0.5,pH,7.27,None,NA
89,'10/24/2011',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.018,mg/l,NA
89,'10/24/2011',0.5,"Temperature, water",23.8,deg C,NA
89,'10/24/2011',0.5,Dissolved oxygen (DO),4.28,mg/l,NA
89,'10/24/2011',0.5,"Phosphorus, orthophosphate as P",0.007,mg/l,M
89,'10/24/2011',0.5,Phosphorus as P,0.026,mg/l,M
89,'10/24/2011',0.5,Turbidity,1,NTU,NA
89,'10/24/2011',0.5,Salinity,NaN,,U
89,'10/24/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.043,mg/l,M
89,'10/24/2011',0.5,"Nitrogen, Kjeldahl",1.42,mg/l,NA
89,'10/24/2011',0.5,"Chlorophyll a, corrected for pheophytin",10.8,mg/m3,NA
5,'10/24/2011',0.5,Phosphorus as P,0.055,mg/l,NA
5,'10/24/2011',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.116,mg/l,NA
