"","DEP.Result.ID","Activity.ID","year","month","day","time","Activity.Start.Date.Time","lat_deg","lat_min","Org.Decimal.Latitude","lon_deg","lon_min","Org.Decimal.Longitude","Monitoring.Location.ID","Activity.Type","Activity.Depth","Activity.Depth.Unit","Activity.Depth.Top.Bottom.Unit","Sample.Collection.Type","Activity.Top.Depth","Activity.Bottom.Depth","Value.Qualifier","Result.Comments","DEP.Analyte.Name","DEP.Result.Value.Number","DEP.Result.Unit","program","RowID","ProgramID","ProgramName","Habitat","IndicatorID","IndicatorName","ParameterID","ParameterName","ParameterUnits","ProgramLocationID","AreaID","ManagedAreaName","Region","ActivityType","SampleDate","ResultValue","Year","Month","ActivityDepth_m","RelativeDepth","TotalDepth_m","MDL","PQL","DetectionUnit","ValueQualifier","ValueQualifierSource","SampleFraction","ResultComments","OriginalLatitude","OriginalLongitude","SEACAR_QAQCFlagCode","SEACAR_QAQC_Description","Include","SEACAR_EventID","MADup","ExportVersion","data_source","CLIENT SAMPLE ID","LAB SAMPLE ID","MATRIX","COLLECTED","ANALYTE","SAMPLE RESULT","REPORTING LIMIT","UNITS","METHOD","DILUTION","ANALYZED","PREPARED","source_file","SAMPLE COLLECTION DATE","Organization.ID","Org.Latitude..DD.MM.SS.SSSS.","Org.Longitude..DD.MM.SS.SSSS.","WBID","Matrix","Sampling.Agency.Name","DEP.Result.Value.Text","DEP.MDL","DEP.PQL","Sample.Fraction","Lab.ID","Audit.Censored.Decisions"
"...145",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","15","35872294018","Water","04/10/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...146",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","16","35872294019","Water","04/10/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...147",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","17","35872294020","Water","04/10/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...148",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","18","35872294021","Water","04/10/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...149",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","19","35872294022","Water","04/10/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...150",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","20","35872294023","Water","04/10/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...151",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","21","35872294024","Water","04/10/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...152",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","22","35872294025","Water","04/10/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...153",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.23,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","23","35872294026","Water","04/10/2024","Nitrogen, Ammonia","0.23","0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...154",NA,NA,NA,NA,NA,NA,"04/10/2024 12:00:00",NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","24","35872294027","Water","04/10/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/13/2024","04/13/2024","Results 4-10-2024.xls","4-10-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...155",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","26","35872439001","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...156",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","27","35872439002","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...157",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.038,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","28","35872439003","Water","04/11/2024","Nitrogen, Ammonia","0.038","0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...158",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","32","35872439004","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...159",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","33","35872439005","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...160",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","29","35872439006","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...161",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","30","35872439007","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...162",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","31","35872439008","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...163",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","34","35872439009","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...164",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","41","35872439010","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...165",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","40","35872439011","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...166",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","39","35872439012","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...167",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","38","35872439013","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...168",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.068,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","37","35872439014","Water","04/11/2024","Nitrogen, Ammonia","0.068","0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...169",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","36","35872439015","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...170",NA,NA,NA,NA,NA,NA,"04/11/2024 12:00:00",NA,NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","35","35872439016","Water","04/11/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","04/15/2024","04/15/2024","Results 4-11-2024.xls","4-11-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...171",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","1","35879455001","Water","05/14/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...172",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","2","35879455002","Water","05/14/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...173",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","3B","35879455003","Water","05/14/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...174",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.12,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","3","35879455004","Water","05/14/2024","Nitrogen, Ammonia","0.12","0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...175",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.83,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","3A","35879455005","Water","05/14/2024","Nitrogen, Ammonia","0.83","0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...176",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","4","35879455006","Water","05/14/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...177",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","5","35879455007","Water","05/14/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...178",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","6","35879455008","Water","05/14/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","05/21/2024","05/21/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...179",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","7","35879455009","Water","05/14/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...180",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","8","35879455010","Water","05/14/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...181",NA,NA,NA,NA,NA,NA,"05/14/2024 12:00:00",NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","9","35879455011","Water","05/14/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","05/20/2024","05/20/2024","Results 5-14-2024.xls","5-14-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
